,reviewer_average_stars,reviewer_cool,reviewer_funny,reviewer_name,reviewer_review_count,reviewer_useful,user_id
341,4.0,18,6,Glenn,9,25,ebsr5Hg2hE99-iEzSRPdBg
342,3.62,0,2,James,16,9,IMNHojI9CeW1NBmYVqyGWg
343,3.2,0,1,Nic,10,7,HAV50pwRVkmu8ZHD0bbZHQ
344,3.5,0,0,Ravi,2,4,sMiqBDhg1oasooQ7pWBQ_Q
345,2.0,0,0,Oscar,1,1,GnVC8ULHrl8o1stcNgSnnw
346,4.0,0,0,Kristie,2,0,zX-1TG5Faj7aDAt15X1vmg
347,3.5,1,0,Valisa,2,1,xdqZrsB4ZhxYX5hoW984jQ
348,5.0,0,2,Sarah,1,0,UEjyCWJI8ytVSxknmHk6Ig
349,3.22,5,2,Andrew,9,6,mSyCw4WTV3oLtTtRE-uylQ
350,3.25,4,1,Y,4,8,9QKLP4w8DBktVfC28HAgxg
351,4.0,1602,1317,Angela,381,1851,zw-bIcZP4_VEi3UetomDeg
352,3.78,103,36,Sarah,117,160,r_5slEuf2V8ab3SZMHVfgA
353,4.29,1,0,Zeb,7,3,oZVr2_zB0h-Jb2dE4IVWbw
354,3.83,1,0,Laura,6,4,omeswY0LjLvCb8qouz763w
355,3.47,16,9,Renee,76,66,FGdS11SSEE0VZnb7E4BiiA
356,2.97,8,9,Alex,36,27,7H6TgnJAxZjK4ZWdq8-Tqg
357,3.0,0,0,Kelsey,3,2,MxvD9pq_jF4FxtO1yNetZQ
358,4.04,25,19,Jessie,24,38,zigHnwA0FSGPGUE59lLFzA
359,3.1,7,11,Valerie,40,42,f7Hv9J9GTTXd3XsfRgt3Pw
360,3.79,7,2,Marie,19,22,SKkvXrkPKEANoxNiBzfCtg
361,4.12,61,32,Chaka,124,111,TpiiNLZRlBiNs35Nlm2-wg
362,3.59,48,16,Katy,63,69,KvvUJzBFR0BffuNrrLUZug
363,5.0,1,1,Michon,8,8,QlCdjt6FoM8-qa51N2jCSQ
364,3.17,0,0,Charlene,6,3,MfBVS__OS-2Nm-zzmo7gEA
365,3.53,29,12,Bonnie,78,105,6W8g1cFTauSG7GsZGNhIjw
366,5.0,0,0,Richard,1,2,0Vhjh1g_9MhXZ8Hb_jNiTQ
367,4.0,8,6,Adam,8,16,9YcqKqs7xFH2tMOuqoUsQA
368,5.0,4,0,Michelle,2,2,SNxagk8YIdqqFmoY26PmXg
369,4.2,1,2,Tom,6,5,4wLQR_2P2eYQUC04yxm09A
370,4.0,0,0,Timothy,1,0,aj_KGzzcR-l7sewDnApqDA
371,3.67,0,1,Alana,9,19,z99Xto9oUSRfaj03mqQlfA
372,3.29,0,0,Sheyna Lei,7,1,OfIm-r7GAv7p5JwzPUYDXg
373,3.8,5,6,Dave,25,18,76SlIVfcXJujKQ3xSyYtOQ
374,5.0,0,0,Matthew,3,0,kruq_yMP2e__5vpG8sTq3Q
375,3.39,10,1,Eduardo,18,19,YiTrAuaKH0QGBHYe0h18Gw
376,2.0,0,1,Matt,2,0,bi9COAGNGGFWaScZ2DgMzQ
377,5.0,2,2,Susan,6,1,IqAcO08I-GS93qY2BrmbTg
378,4.74,9,7,Christopher,19,28,Wmlxh305msxQuG2Mje_AvA
379,4.6,0,0,Kim,5,6,cMNHD4NWHvsKhmJlx5F3ag
380,4.29,6,2,Kellen,14,10,7AYyejHIG5r7P7JFsZ3njw
381,1.0,2,2,Nichole,3,3,8e5nqlfZe9iGTGcaqBN0lA
382,4.25,33,18,O,48,68,tDxKlkWxL1Dd1Sp_nBF6BA
383,3.5,1,2,Tim,2,5,uQPynTxs2LUNHerWP3Jbhg
384,3.0,0,0,Kimberly,2,2,JQnT2lCJrg0v277C4OpunQ
385,3.0,1,0,William,1,5,JZo5obvpX6Dsc42eheh_bw
386,3.34,63,48,Melissa,80,190,b87-U2ZwReh80dLWA-ZieA
387,4.29,0,0,Robert,7,8,s0JvVpNcu1KacfWXboVuvw
388,4.3,24,18,Aliria,20,55,izrPGEutYNurRfodgsIxAw
389,3.74,7,1,Michael,27,18,8U7_9ccG10nULjZZANxjCA
390,3.87,14,8,Shannon,46,68,Xzy0-Ju1stFNrgqs0IrGiQ
391,5.0,0,1,J,2,0,uTwbgmE_wFyqSaqpc9zP_A
392,1.0,0,0,Roxie,1,5,-VLz8fGKbli0lMkmzTU6wA
393,3.0,0,0,Lora,2,0,br1qvK-MvggCRpDcW4_ezw
394,5.0,0,0,Dennis,1,3,3oc5xoPfPkYwJ04rqU46uQ
395,4.0,5,7,Emina,26,23,5jODkdonMV0HbIIPik1RuA
396,4.8,8,6,Rebeccah,10,8,4aM_mL0xArtvpJBwetqagw
397,4.23,12,12,John,56,39,IsvpOkTel_AWtGTAapM6XQ
398,4.29,13,4,Frank,28,18,MQz-bZND3T_-RRwBOcINKQ
399,4.1,1,0,Stella,10,12,yT5zeZCV2jDHdQX5xBSxpA
400,3.7,30,24,Out-n-abou,93,110,BVqYroeIcjd5dZq6axUNAg
401,1.86,3,6,Adriana,7,14,wHJOaznFDWzoAwQskGgAJg
402,3.5,3,5,Natalie,8,4,ChasWJt6OMCsIpPg4Uly8g
403,5.0,0,2,Will,2,3,JJ-4CMgzXvH-2ezBdojnaw
404,1.0,0,1,Ruth,1,2,enD3soG1PXoBx60R9oXb3A
405,5.0,0,0,Beth,1,1,fOpw1fEVhhWMqo0B7NjsVw
406,3.67,1,0,melinda,3,2,ISTfsB5G2Qsqvr6r4vVy9g
407,3.0,1,0,Mary,2,1,6EvgGCHSr5tJiLyJ9dZn3w
408,3.12,1,4,Jesus,8,3,ttUEswTJvegyDC88G8VxZg
409,3.96,72,86,Allison,46,125,-QT_e-7VSun5c2z85k_k5A
410,2.0,3,5,Penny,10,18,OP0Rh-KTJKb2r6yQYu6ytQ
411,3.17,4,3,Candace,6,16,F8REvqCL9BjIp6B9rUU_2Q
412,3.53,26,17,Cherepaha,34,67,_Li1-mskJaqD2lhQRlWo0A
413,4.5,0,0,Melissa,2,1,vH1t_AB1Pqzoi0D04NvZBg
414,4.18,11,5,Blendy,11,22,pCxaM5a3eEkfRZme28H4Xg
415,3.18,1,1,Christopher,11,2,2BiT4UmTnrnipyJTcBb6QA
416,3.93,218,78,Elyse,263,318,ueFG4iLS8AGlDsT3Y41dmA
417,4.33,0,0,Peter,3,1,Q2mW1efe0ttTY6oX65feKg
418,4.33,3,0,Carri,9,12,0VJkru53hi_-YqQ4LoIbnw
419,3.75,1,0,Aurora,28,6,MevHLh2xVAcBVOwvs0jS1w
420,4.0,0,0,brittany,12,2,k0ZiLk6LMoa8kCFmTjJ_Qg
421,5.0,1,0,Susan,3,7,l4j6Qm2Wfdx_PmPbUgyrYA
422,3.64,34,29,Smarty Pants,122,104,JQ209VaccTCHSqT22iYXlA
423,3.14,0,6,Norma,8,4,GGyXHGGXyIb6Bc8Hh-rgNw
424,2.8,2,1,Nick,5,5,M5aFV6a_fy5wQNowvWHV5A
425,3.81,11372,10532,Don,1556,15570,mFOZOsPQOacWIMVSyXbEbg
426,1.0,1,1,Justin,3,3,Nf2fbTcpiWKpuHYKQvWeBA
427,4.0,0,2,Paul,1,2,LJb4foa2owyrzqhCnRCIvQ
428,4.13,13,23,Matt,52,38,Poe51tV71Ngel2WROrfwHw
429,3.0,0,0,Chelsea,2,0,wABCCy5wxzbqkh44M5EjnA
430,3.69,8,8,Ezra,13,7,sbjfYosWSEaQByfqCPgrKg
431,3.81,142,66,Mike,42,168,ME_oGsxnoO-eRrJqNgjrfg
432,3.97,9,3,E Paul,29,18,lSmP-JwAHbtTZbxpV4OX3A
433,1.12,1,9,Judy,11,34,4OaFI30Sjum70Hh-S-qhkQ
434,4.08,12,9,Laura,13,24,IzTrBTvhU0QdsFP-2G896Q
435,3.67,1,0,Jessica,3,2,wqtrzI-0dl4BAolmmE4Q5A
436,4.16,12,12,Jenn,31,29,5CAInAoUKv0FzjiV8kiTeA
437,1.5,1,1,Daniel,3,5,LeCbbDMAO2MS40MWWikLqw
438,4.47,33,50,Christyne,15,53,k_YQebBIMPysIa3lZdxd4g
439,4.33,0,6,T,3,3,JiZQCK4iW4rIpdZMFQDFZA
440,3.56,4,13,Jennifer,39,31,OvEOHaQrf0LSBx1zTQ4-Qg
441,3.12,1,5,Michelle,8,8,O-VK6aGY2S1kLMxKT0C4ZA
442,3.29,1,0,Mike,34,3,8xgBvjq3G-a4PXIrQxYXoQ
443,3.29,4,1,Shanna,7,5,Pr_FB-Pe8xZpo8n-LsqULw
444,3.29,0,1,James,7,1,paFAm3Ym7rls7vilYXM55g
445,5.0,0,0,Michael,1,1,dKefiVakmDvtFFL5MzVHiQ
446,3.85,2,1,Jimmy,13,6,32I7moHYL0wYD-wiOnLWAw
447,1.0,1,5,lilly,6,19,G_S8LDaBhWbOwzsLFGaWxQ
448,4.6,0,0,Laura,10,12,ErU6nQCYgttQv259O2EdmA
449,3.0,0,0,MJ,5,4,CsEt9O7rD3pkGISU7YvvDQ
450,3.33,0,0,Maggy,3,0,ci2NXHwXGJob3aZEjHqOqw
451,3.5,0,0,Uyen,4,18,QpY7RhScn5ak3QIsmQBSEA
452,5.0,3,1,Deborah,7,8,W_l3N7oONtPRaa0DNDJyDg
453,3.74,110,24,Chris,356,253,Nl8kUgXO4zbnuWa7hm_aWA
454,3.52,22,33,Whitney,100,62,cNU3hw0Gvm2iNGOOvrhWMg
455,4.33,3,3,Brian,3,3,XSB9hyZ3dujTg_qjIuTNqQ
456,3.0,0,0,Stanley,2,0,McpIQ1amLzNMyJZKFtlYLQ
457,3.8,24,11,Chris,123,59,RYhI1t8W7M4kA44HkP4e9A
458,3.72,575,485,Sherri,183,728,XggBk7qU_-bIF0Ou6GcSJA
459,3.44,0,0,Rob,11,7,7jBDAmmio1YDfgbuAzccHw
460,4.33,1,2,Beth,13,10,KFSzJUcqT4xXVjHRW3bVAg
461,5.0,1,0,mike,4,0,M_KlkzLCI-k5geEgHQB9Eg
462,4.86,10,2,Andre,8,18,rtlTG8IH46Tbyxsr0AXzqw
463,3.0,0,0,Barb,2,7,tjose_n8RvN3WitP5jEF0A
464,3.0,1,3,Sarah,4,3,Sy0tOn6iKlP8PffVW_DdrQ
465,3.57,1,1,Jeff,14,15,tl4z8iSvX7SwJwbSJt-v8w
466,5.0,2,5,jean,10,6,qjumhaqvwFHz68ogEJKRXQ
467,3.15,135,344,Ian,209,352,W7zmm1uzlyUkEqpSG7PlBw
468,4.46,111,30,John,156,161,qHcl1_XVuf0SW5T5x8-p9w
469,3.9,3,2,Jeff,10,4,WURxeqfudWIuNnKAMRNIUQ
470,3.93,13,12,Alice,20,22,mLLfJtVhVf84jlpOJjfU3Q
471,4.67,3,0,Jason,3,0,01Gc7stzEa_cL_HBtPtOFw
472,3.43,1262,1152,Rebecca,1477,2359,NOgUDhql_0TXIS3SOdvQfg
473,3.94,2,9,Patty,33,6,jAO9zgmbTXk4LaTxdSP_TA
474,4.02,5,5,Doug,63,47,iokHNUGxXxSxJg5IqnN_cg
475,5.0,0,0,Michael,2,0,2VpW47f9LPrvO6Wj2KAbnw
476,3.96,249,216,Hilary,69,369,XYytM-q2UFVyQxqbO0KmRA
477,3.27,20,14,Melissa,33,36,Qbi-191fMtAHmoQ2i99Ktg
478,3.43,4,3,Andy,37,6,FqthOa35iYQWwJ29hlHvNg
479,5.0,0,1,Royene,2,2,mmsab7WJdq32RNObdmxLdg
480,4.75,2,2,Robert,8,6,FtIPVtdkwDpk1BuTJn7Ulw
481,3.82,39,27,Alex,88,50,Hrx57cIiOSDInV5u8Deo7w
482,4.33,3,1,STEVE,6,9,1-Z0KLGT1qC3-aXcIjgW1Q
483,1.0,0,0,Edward,3,7,1gnFcHg01oJMTmO2VjZXhg
484,5.0,0,0,Christa,1,0,xkrHJJFvgmlOozo61gISWQ
485,4.18,3,1,Constance,15,9,3JXfc4TN-i_LUPDiMCeHuA
486,3.92,3,1,Dave,13,12,f8dTSbjfaVC6nXIdtUKFCg
487,2.0,0,0,E.,2,0,E9nUqnsDCEIqe54dPz-w4w
488,3.57,1,1,Tim,8,6,Z1oZGIdSVU_7jg9of4KSCA
489,4.0,0,0,Evelyn,1,0,3pGsaJ-Z3fTzjagchYjHwg
490,4.5,1,0,Michelle,2,1,XHAB0E6oJo27KMopmAEc6A
491,2.0,0,1,Julie,2,0,Kf5LfTnRphiaGysEfXwTbw
492,3.0,1,1,Joe,2,2,p6Q8nIGFB2Qz7Gh7UKrVdA
493,4.4,0,0,georgina,5,3,yUc9j85vBFtVKesZPHVBdQ
494,4.6,3,1,Shelley,5,1,s8bIC_db4Wl8v-QOpv9Cqw
495,3.14,3,1,Andrew,14,7,UV5X9LPmmhGmG0xkFyEStg
496,3.71,15,9,Clay,14,20,fDGhrZ59p4fV2tBMv5HCXg
497,5.0,1,1,Alison,2,0,Lunc16UkupzErD9hIgi0tQ
498,3.25,1,2,D,17,0,pBK_Rc7_27O0cDiSkMtBLg
499,3.67,4,2,Dawn,9,17,9OaktpNU_fKnsjXEzqgg0w
500,3.5,12,5,Gary,18,33,Ji10QE4i4oWaJLfQzxzPzA
501,3.58,17,9,Katie,12,34,pIuRwWH-mVwJeD1m8W2yng
502,3.68,66,84,cassandra,38,105,fu3Y_E-v_EalSsAbTdrghg
503,3.0,1,0,J,5,1,BsQohe1JcbJDUeD8BzVRRg
504,4.0,7,1,Christine,21,15,OHYE-8Ne71pYtAo-hBg8AA
505,5.0,2,4,Ted,4,4,YfSH29v_DDnerRqKBhN9kw
506,4.0,0,0,Jane,1,1,dDB2aE_7dQEivRfv8pjS2g
507,2.0,0,0,Jim,1,1,TwmjkxfOfYfrnI7o1_I0GQ
508,3.14,144,363,Haiku-Project,234,238,WzhgWeBJSg5on-UphYpHWQ
509,4.5,0,1,jamie,3,0,0MP5D8x7K_CpJXSYgyfSWw
510,2.5,0,3,Daniel,7,10,gPgpg7HXHBKu2pkefNFgkw
511,4.0,1,1,Kimberly,4,4,Mkty25J0B1vkWOQocJo2pQ
512,3.5,0,0,Nizhoni,3,1,Eaf8rp_tMi4rRo_WsIP-EA
513,3.5,1,0,Marilyn,6,6,xSAPbqw9njNGUXRRM_D5ow
514,1.0,0,0,Lori,1,0,9HIRGw-eCJ0RGoGEFTvZfQ
515,4.0,0,0,Angie,4,1,myXtZZ7S9MJclmQmBpKI9A
516,3.6,3,4,Michelle,10,13,GClQkvF7IUofCfEhp4DvoA
517,3.67,0,4,Juli,3,2,iGo5d_ZuZau6JiY0PSiZew
518,4.75,3,4,Greg,4,11,MAVKUoJCh522xWoqbtvZDg
519,4.1,1,0,Idealiza,10,4,F04PZuHKAm_JVFuHpq_TOQ
520,3.0,3,1,Gary,20,6,4RkP3B0tpo3WRRxTaYClaw
521,3.75,2,0,Dan,4,3,E4BcxgjUt6zT6cnU3z0X4g
522,3.52,6,0,CA,24,7,yHH1mw4Di18SRPYa0XgH5Q
523,3.88,1,0,Becci,8,4,iJU5s1HBHvf2dgBlHPlUyg
524,5.0,0,0,Gizelle,2,1,FJHn7gQWIddanwLoc5FtXQ
525,4.02,18,9,J.D.,49,60,C3u41mA3NyYcvCnZvb8E_Q
526,3.0,0,0,Karlee,5,0,lPQCJIr0MFwJwF9wxDLywQ
527,3.0,0,0,Katie,2,1,P0LJsDseBjl5qYVfagPoRw
528,4.62,2,2,Sarah,8,1,WsdLl3FrWoCnmyyn_YJF8g
529,5.0,1,0,Gretchen,1,2,I0yXAdK4PIkvv3PF9uxPvQ
530,3.54,261,237,H,978,454,DzaKUo91T49UCWMTYy3ydQ
531,4.5,0,0,Richard,2,3,YsxBeUzUj4O6RuRdmfMBlw
532,5.0,1,3,Mookietoots,3,6,gNt1HJbPP86gTUxKP3gsdw
533,5.0,0,0,Dan,2,0,c6gd0okmkw23Cv0QDRWPGA
534,4.11,33,40,Angelina,21,42,0Dngp-JFYvvXD4cy6plvbA
535,3.2,1,0,John,6,4,8UtuArbpfsxJHBJ5MPYxzw
536,2.86,1,2,B,8,9,g5MRRw7xTA-BZ_aWuzu-uQ
537,3.18,0,1,Nc,12,3,CTDYgDNHm9vTB-16ikrA8g
538,5.0,1,0,Lori,2,2,9QdvI8zZZ8FpxqRQQOVijw
539,3.94,23,15,Karl,127,52,MayZpjenKOSfN6BM597OjQ
540,4.53,26,14,Sarah,19,33,Wf1x15Wc6xuA5jtuWlTV8w
541,3.58,3,2,Derek,31,11,YvLIoVSys2jumA4qXHwUHQ
542,4.0,0,0,Paul,2,0,pT_qvk4SweSFQm7ONuXmpg
543,4.25,1,1,Pat,4,10,mKBLfyS9V_T4zTQvt0yF4g
544,4.33,0,0,Cee,7,6,yQdV1qqnFRdulJDLigGV3g
545,5.0,1,1,Alison,3,1,BkdQfuEXY8k1karD0R9T1w
546,3.22,7,8,Ed,27,24,TVMLSvdYuHK3BOwh-kafRQ
547,4.02,361,275,Tamra,358,576,USeoBschJ_sQCSF2n72EMQ
548,1.5,0,0,Julie,2,0,sHUfgyLOX16juu-axH41NA
549,5.0,0,1,Jeff,1,0,ZA1tELZX11APSqwQ67if_w
550,3.69,9,4,Todd,77,31,FmwWPEQMcxCGI5K1yqAXaA
551,5.0,1,0,Valentina,3,3,2G5N1YvbqQ_9Wa3UEMMbnA
552,3.56,67,106,Jeanilee,141,154,_jZ0G-7mvDbY4KSIfx3U-Q
553,5.0,3,1,Aaron,2,18,NwW2cugjOubA493bLRf1-w
554,3.0,0,0,Adriana,5,4,57f5XdwxSQvjKnR2RQ-nQQ
555,3.31,3,2,Jeremy,13,7,3h2q8SdK4BN12VRJ4hJ3Yw
556,3.0,0,0,J,2,1,TkDysi5E-mGRWnnZpGyDNQ
557,5.0,0,0,Doug,2,1,kWtw8f9MiodFcMUipiWkag
558,5.0,3,1,Paul,3,4,LV4-CQ9xUgyjrCvym0gilw
559,4.1,37,20,Ed,118,61,rvoj2kap6zp_fC9UAle-rg
560,2.12,0,2,Mark,8,4,VFI_MDuxlBPr0A2Po4KPpA
561,4.27,2,2,Amber,15,3,9OiOuOhxnXZ3zcqFaIZiOg
562,3.59,154,117,Stephen,623,575,HlEnP5AS3CBg4f0NZR7M2Q
563,4.71,148,118,Brian,670,333,Dt2JQ62K6Gh59rUEfvhMCQ
564,3.21,47,34,Jerry,29,121,4ISG7_E0jmpjIZlBBtZnQQ
565,5.0,1,1,Kevin,3,1,EuS_a5ET4zcUoVOWNWN5QA
566,3.27,24,25,argen,26,49,GIwdJzBzacIFLHEZ81CloQ
567,5.0,6,5,Jackie,2,5,_R7VHVlXk12JDJ_3oyqoEw
568,3.82,13,31,Lee,44,34,uvHpwvbKwXWDF1oOTjhwTA
569,1.5,0,0,Russell,4,6,dvKnVFINyHhScukBaWVPzA
570,5.0,1,1,Mark,2,0,z6BbhogjwMsadw_BXHccTA
571,4.67,1,0,Erica,3,0,5_GxM3rifzPNG9DIwc1jAw
572,3.46,35,46,Les,79,148,aidmFfjOjpVKD-5L4J6X7w
573,5.0,1,1,Jason,5,4,bnY2a2zkcF9HbkTaKD1QNw
574,3.45,3,0,Carl,12,11,y41uv-OcU2OqQAWGvcT80g
575,3.56,135,61,Andrew,90,104,fzkO1lGkx8MHhT8S4Rbg3w
576,1.0,0,1,Angela,1,2,ANLs9rKztq8lVvze9GYqAA
577,4.0,0,1,Whitney,4,0,ZyntP_awJOJHiXVoiJlHvg
578,2.06,1,3,M,18,26,jcJ066tZKWRjqcu62qU92g
579,3.33,0,0,Sandra,3,0,59GQT0UvSF9ZXJStQx90-Q
580,4.0,0,2,George,6,5,mBMrH6rLhrD6NGy-x_8kqg
581,3.4,0,1,Jill,5,8,2uBJLLUP02ns-Wk1E5_1jA
582,4.03,13,13,Jessica,30,19,dxPBchN0OnHTENctEUm7NQ
583,4.19,0,0,John,16,1,g5kc2glx0z7L4ODOpHTriA
584,4.0,2,3,Harry,16,14,LoT8eZaLH_j3BXJGHjQR3g
585,3.0,0,2,Pam,2,4,xfVuV2ELZkVmf1HcffAcHA
586,5.0,0,0,Jerome,1,0,OXX0r7Dah8Eg_SQEWXr0BA
587,5.0,0,0,Carolina,2,1,1KIYB6nrPfPmIZkeoc95JQ
588,4.04,6,13,Ron,23,32,SELZZtPd63AXmbBLt1QmKw
589,4.07,10,14,Cece,54,19,SVTithAVeVvoXejOKqblzg
590,4.33,0,2,Blair,3,2,X1C6Ufo9Y0OxoxORBYPOLA
591,3.97,7,4,j,35,20,-RUFfiA70JEDJMvg7bhf-w
592,3.0,0,2,Adam,2,1,SIGjXC8FCuX8yGPVD2ZH0A
593,4.22,32,13,Joe,55,90,Qt5WxOyy2ZIphSlLECTRPw
594,3.64,85,61,Jaswant A.,118,134,sHeD1MXfvJsLSOd9vwQyBQ
595,3.0,0,0,perris,7,5,ud3r6NBFdvOuBIhSszczhw
596,4.14,0,0,Ben,8,2,_bxCv9-IV7uLMF-fKYJEOg
597,4.33,2,6,Mario,6,10,Zdy6r7CO8eG72RbrF6Keiw
598,2.8,0,0,Diedre,5,10,FMqHmO1UADNIbew3nMEw1w
599,2.6,0,1,Brett,6,3,at2AAusydEO6WNBllucYPQ
600,2.75,3,3,Lance,5,6,UkOVTzDYTdVrbvN9xJtKCw
601,5.0,0,1,Gary,1,2,qFJKIYz3qtVXJ8XtMl5BFA
602,3.71,0,1,Tricia,7,1,p4Qc-FwyDuKyCOgCrxn5Yw
603,3.8,1755,1404,Julie,321,2067,0O0WByGmSVbF7iNs4uxi0w
604,3.0,1,1,Turtle,2,1,otXShZG3QHxcKS8s825EhQ
605,3.82,33,16,Yogi,57,65,rxML5iDAZp_RkUviGQeffg
606,2.86,2,1,Robin,7,3,CGKrk7ZPDD-Sb1ssOFnYkA
607,2.33,0,2,Kim,4,5,gK28-8rZLelGnA_GD8H5Cw
608,3.0,4,10,Leopold,3,12,wEMn5U0mlTp3Td5n2ZgwKQ
609,2.83,1,3,kate,7,6,QZ3mPg7nFpd8IyhbEInLzA
610,4.4,0,0,Tom,5,2,w-Wv1kCCZhg2il7_EdJoUA
611,3.55,4,2,Kelly,11,14,GDiBqkthUVf5B6LvloKtNA
612,4.0,3,3,Karla,7,5,-tGwkqPAxADryZ6cgbL0nA
613,4.44,6,2,Maria,9,15,VQDgEiTWbiQ71Lnqp6IX6A
614,3.86,5,7,Kristen,22,28,kvBcEmrcMAdxA31A3dhYfw
615,4.3,1,0,Renee,10,4,I6xLZAu5PApnf8cNuk5XHQ
616,4.5,1,0,Diane,2,4,dk4GW5x4DoMmHAAifcI30g
617,3.46,0,0,Don,13,7,ZI1PrgDFvSpYWafvJh9wAg
618,1.33,2,0,Michael,4,1,dMs7rf0jda6MujQKKrVQAQ
619,3.23,20,35,Colin,35,62,GhibpoTtNRskuDcI1ixwYQ
620,5.0,0,0,Chris,1,2,agZpsM7jdioBesGurtWGZQ
621,3.96,7,9,Lance,117,29,aqFbEZAcI2mtr6Zx4oOHEQ
622,3.82,38,32,L,150,176,emb_C0VedxgAqVvq2ulq0w
623,4.0,2,0,Danika,4,7,BF9IqAmbuHGuqH63SwoOQw
624,3.86,2,2,Jay,7,9,f-WfffF_yXSKAU6kw6HysQ
625,3.88,3,5,Green,16,13,WkmygkX37k1LvNIkjlfk6Q
626,1.0,0,0,Tiana,1,2,lja1H0BBmBe0RU1xsFCjZg
627,4.31,5,3,John,27,7,QREoJa7EzAvfiyDkJWtB2A
628,3.79,61,58,Ashley,28,88,LQ7qcT0TWlNFnLzdohhgPg
629,3.36,1,2,Chris,44,9,EJg4HGV-luvWjiJGZ2LfEw
630,4.67,0,0,Bianca,3,2,pFKXmVWwP4NfFMEMEqy9Tg
631,1.5,0,0,Joseph,2,0,TGHKt5Iz_4c4Zhg_d_hKzA
632,3.11,4,1,Jay,9,21,Vt1vmEiyPShybCyNFRWsbQ
633,4.38,0,1,Ed,9,7,Ja44aQfqIMBJPk7UdVR4wg
634,3.81,554,487,Sarah,425,826,PShy2RYNadDUhJf4ErOJ7w
635,5.0,1,0,Seth,1,0,c0iqVXgszeexr7yOxO7Klg
636,3.63,85,119,Gene,83,104,1LgHhWbHvU8sfWbuDubitg
637,4.14,1,0,Joseph,7,3,yZHGqCWs678-5SSz0mWsVQ
638,4.0,3,4,Jessica,11,24,6fs6KkO9brX2-Ws3hJPUww
639,4.0,1,1,Ryan,2,1,heflHo2ykNjxMTKvNDhxxA
640,3.28,29,35,Joe,195,142,WFs7wNFMnCMu9KepJIIVuQ
641,3.88,8,9,Leilani,8,13,9Y6d1VakRuF9qSvfe2JfqQ
642,3.48,46,27,Antony,145,115,d_UFFsYPb4Cd78YlU2UHNw
643,4.04,16,14,Cassidy,25,38,EXBOkXWPNYZk5HFBg5NbTQ
644,5.0,0,0,Penny,2,2,cPCrwa3hB5lig3iIemrgmg
645,3.11,0,0,Rose,9,21,uB2lPuiKS0SjE2fcoYeSpg
646,3.67,1,0,Bryan,3,2,e4asU9VABdygEo5dcFI1tg
647,4.3,12,6,Lindsey,20,35,5HVFqSSoDE1zZ9P8Sgr6Aw
648,3.9,4,4,Scott,10,19,htUqnu_j9CmOqXxilbK4Sg
649,1.0,0,0,Heather,1,2,fRmQPOOYnlz0onoOMl3KwQ
650,3.29,0,1,Kerri,7,4,5eDyrVLc_AHcSfiG5sIGMw
651,3.16,761,580,Shannon,946,1967,KwUOJ2v_2SNZonrdLw1gLg
652,2.92,3,3,john,14,6,SClabXBK2K2aJJ3rbdwzTA
653,5.0,0,0,Jake,1,1,qYnmuzcT8dqEtEjDpqP6rg
654,5.0,0,0,Taylor,2,1,lmT-ZqtmJBfvJt8hnGDpoA
655,5.0,0,1,Greg,3,1,tkEao6Zqe_khaRN7ylPmAg
656,3.65,19,6,Scott,77,70,wlNsUCxLz-UEiUvWcQwuVA
657,4.64,1,0,Jarl,11,2,re3TP20t97rmnoAhngWJ-A
658,2.0,0,1,Erin,2,3,Caf6ZCnr92aGPpL95zITOQ
659,3.14,113,121,Wilt,118,227,XtzSu8tDs_XDVAhO_J1VDw
660,3.69,1,0,Joanne,13,4,-AXYYxdz_oQb1gVc4WKevQ
661,4.19,26,19,Jeff,38,59,KSBFytcdjPKZgXKQnYQdkA
662,3.41,65,45,Bill,64,195,93rkBOyASqzxtJ1FIAavIA
663,5.0,0,0,JS,1,0,I8ZzPsgoR4q-C0dstGzBTg
664,3.0,0,0,Edsel,1,0,AKNRJ5YuUVixrj6P-ORofg
665,5.0,0,0,Gregory,1,1,50JXhF3YpFJ1B4EAdy6F7g
666,4.67,0,0,lisa,3,0,wgO2JVzw8snYiw_sr_d8Vw
667,3.02,77,85,Mike,228,328,0RwURk5HctmgkmYSIjAXrA
668,4.25,1,0,Ken,5,3,KcnrpEOCMXEfI7-VK-H5AA
669,5.0,1,0,Chris,1,1,gkVupbASJchEKczvnj5U3g
670,3.79,2,3,Jennifer,24,7,w9B641TqAMwEjl_jGQpS1Q
671,1.0,0,0,lynn,2,4,0guvtI7_02UsRQ67usKKWA
672,4.0,0,0,Terri,1,1,j_Ntp28guy_zin28c9HrgA
673,4.86,1,1,Tracey,7,8,HsBj6eD1umYiuvDLruKe5A
674,3.79,39,27,Natalie,76,89,CjL3FtpiDzhNXTQPw0-RBw
675,3.91,6,4,Rachel,11,10,5oLghpNAIeYA40RQ6645rg
676,3.86,17,6,Faris,44,33,va7gzusOYwGnbrhqMu3fvA
677,4.44,33,20,Dana,84,88,drS3ZN6-zA3sr5WM2fG5tQ
678,2.62,1,5,Jenna,8,9,WApS_lgwScLqCPqzGI7XYg
679,3.46,191,150,Caitlin,529,493,xMI1nr1RTAdxPoHqm5fuHQ
680,3.73,7,9,Martin,40,23,9-Y2cy-7rWPMHrkkYmXFfA
681,4.5,0,0,Laurie,2,2,z-nE6aCXKDKUzd34okSMSw
